 @ µ [1/h] of 0.371 and min OPTMDF of 3.5834710542480397 kJ/mol
* NADPPPS | -17.468 kJ/mol | h2o_c + nadp_tcosa_c --> nad_tcosa_c + pi_c
Reached SubMDF: 3.0
Minimal sum of active reactions: 52
 @ µ [1/h] of 0.321 and min OPTMDF of 3.583471054248038 kJ/mol
* NADPPPS | -17.468 kJ/mol | h2o_c + nadp_tcosa_c --> nad_tcosa_c + pi_c
* G5SD_VARIANT_NAD_TCOSA | -8.083 kJ/mol | glu5p_c + h_c + nadh_tcosa_c --> glu5sa_c + nad_tcosa_c + pi_c
* APRAUR_VARIANT_NAD_TCOSA | -24.989 kJ/mol | 5apru_c + h_c + nadh_tcosa_c --> 5aprbu_c + nad_tcosa_c
* SHCHD2_VARIANT_NADP_TCOSA | -100 kJ/mol | dscl_c + nadp_tcosa_c --> h_c + nadph_tcosa_c + scl_c
* IMPD_VARIANT_NADP_TCOSA | 16.755 kJ/mol | h2o_c + imp_c + nadp_tcosa_c --> h_c + nadph_tcosa_c + xmp_c
* IPMD_ORIGINAL_NAD_TCOSA | 15.798 kJ/mol | 3c2hmp_c + nad_tcosa_c --> 3c4mop_c + h_c + nadh_tcosa_c
* GLUTRR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | glutrna_c + h_c + nadph_tcosa_c --> glu1sa_c + nadp_tcosa_c + trnaglu_c
* DXPRIi_VARIANT_NAD_TCOSA | -12.692 kJ/mol | dxyl5p_c + h_c + nadh_tcosa_c --> 2me4p_c + nad_tcosa_c
* UAPGR_VARIANT_NAD_TCOSA | -55.132 kJ/mol | h_c + nadh_tcosa_c + uaccg_c --> nad_tcosa_c + uamr_c
* DMPPS_ORIGINAL_NAD_TCOSA | -62.981 kJ/mol | h2mb4p_c + h_c + nadh_tcosa_c --> dmpp_c + h2o_c + nad_tcosa_c
* DHDPRy_VARIANT_NAD_TCOSA | -20.811 kJ/mol | 23dhdp_c + h_c + nadh_tcosa_c --> nad_tcosa_c + thdp_c
* P5CR_VARIANT_NAD_TCOSA | -14.921 kJ/mol | 1pyr5c_c + 2.0 h_c + nadh_tcosa_c --> nad_tcosa_c + pro__L_c
* HISTD_VARIANT_NADP_TCOSA | -19.01 kJ/mol | h2o_c + histd_c + 2.0 nadp_tcosa_c --> 3.0 h_c + his__L_c + 2.0 nadph_tcosa_c
* NADS1_VARIANT_NADP_TCOSA | -24.456 kJ/mol | atp_c + dnad_c + nh4_c --> amp_c + h_c + nadp_tcosa_c + ppi_c
* PPND_VARIANT_NADP_TCOSA | -10.402 kJ/mol | nadp_tcosa_c + pphn_c --> 34hpp_c + co2_c + nadph_tcosa_c
* PDX5PS_VARIANT_NADP_TCOSA | -223.979 kJ/mol | dxyl5p_c + nadp_tcosa_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadph_tcosa_c + pdx5p_c + pi_c
* SULR_VARIANT_NAD_TCOSA | -108.831 kJ/mol | 5.0 h_c + 3.0 nadh_tcosa_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nad_tcosa_c
* MTHFR2_ORIGINAL_NAD_TCOSA | -40.632 kJ/mol | 2.0 h_c + mlthf_c + nadh_tcosa_c --> 5mthf_c + nad_tcosa_c
* DPR_VARIANT_NAD_TCOSA | -15.669 kJ/mol | 2dhp_c + h_c + nadh_tcosa_c --> nad_tcosa_c + pant__R_c
* PDX5PO2_VARIANT_NADP_TCOSA | 15.175 kJ/mol | nadp_tcosa_c + pdx5p_c --> h_c + nadph_tcosa_c + pydx5p_c
* AMPMS2_VARIANT_NADP_TCOSA | -182.909 kJ/mol | air_c + h2o_c + nadp_tcosa_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadph_tcosa_c
* EAR140x_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | h_c + nadh_tcosa_c + tmrs2eACP_c --> myrsACP_c + nad_tcosa_c
* OPHHX3_VARIANT_NADP_TCOSA | -47.343 kJ/mol | 2oph_c + 2.0 atp_c + 3.0 h2o_c + nadp_tcosa_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadph_tcosa_c + 2.0 pi_c
* OGMEACPR_VARIANT_NAD_TCOSA | -15.791 kJ/mol | h_c + nadh_tcosa_c + ogmeACP_c --> hgmeACP_c + nad_tcosa_c
* EPMEACPR_VARIANT_NAD_TCOSA | -15.791 kJ/mol | epmeACP_c + h_c + nadh_tcosa_c --> nad_tcosa_c + pmeACP_c
* EGMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | egmeACP_c + h_c + nadph_tcosa_c --> gmeACP_c + nadp_tcosa_c
* OPMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | h_c + nadph_tcosa_c + opmeACP_c --> hpmeACP_c + nadp_tcosa_c
* FLDR2_VARIANT_NAD_TCOSA | -15.791 kJ/mol | 2.0 flxso_c + nadh_tcosa_c --> 2.0 flxr_c + h_c + nad_tcosa_c
* TYRL_ORIGINAL_NADP_TCOSA | -67.694 kJ/mol | amet_c + nadph_tcosa_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_tcosa_c
* THZPSN3_VARIANT_NAD_TCOSA | -15.791 kJ/mol | atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadh_tcosa_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nad_tcosa_c + ppi_c
* SHK3Dr_FWD_VARIANT_NAD_TCOSA | -6.238 kJ/mol | 3dhsk_c + h_c + nadh_tcosa_c --> nad_tcosa_c + skm_c
* ICDHyr_FWD_ORIGINAL_NADP_TCOSA | 5.092 kJ/mol | icit_c + nadp_tcosa_c --> akg_c + co2_c + nadph_tcosa_c
* ACALD_REV_ORIGINAL_NAD_TCOSA | 21.177 kJ/mol | accoa_c + h_c + nadh_tcosa_c --> acald_c + coa_c + nad_tcosa_c
* GTHOr_FWD_VARIANT_NAD_TCOSA | -12.189 kJ/mol | gthox_c + h_c + nadh_tcosa_c --> 2.0 gthrd_c + nad_tcosa_c
* ALCD2x_REV_ORIGINAL_NAD_TCOSA | -18.234 kJ/mol | acald_c + h_c + nadh_tcosa_c --> etoh_c + nad_tcosa_c
* KARA1_REV_VARIANT_NAD_TCOSA | -15.332 kJ/mol | alac__S_c + h_c + nadh_tcosa_c --> 23dhmb_c + nad_tcosa_c
* KARA2_FWD_VARIANT_NAD_TCOSA | -15.332 kJ/mol | 2ahbut_c + h_c + nadh_tcosa_c --> 23dhmp_c + nad_tcosa_c
* AGPR_REV_ORIGINAL_NADP_TCOSA | -4.941 kJ/mol | acg5p_c + h_c + nadph_tcosa_c --> acg5sa_c + nadp_tcosa_c + pi_c
* HACD4_FWD_VARIANT_NADP_TCOSA | -15.791 kJ/mol | 3odcoa_c + h_c + nadph_tcosa_c --> 3hdcoa_c + nadp_tcosa_c
* HACD5_FWD_VARIANT_NADP_TCOSA | -15.791 kJ/mol | 3oddcoa_c + h_c + nadph_tcosa_c --> 3hddcoa_c + nadp_tcosa_c
* HACD7_FWD_VARIANT_NADP_TCOSA | -15.791 kJ/mol | 3ohdcoa_c + h_c + nadph_tcosa_c --> 3hhdcoa_c + nadp_tcosa_c
* G3PD2_REV_VARIANT_NAD_TCOSA | -22.375 kJ/mol | dhap_c + h_c + nadh_tcosa_c --> glyc3p_c + nad_tcosa_c
* ASAD_REV_ORIGINAL_NADP_TCOSA | 24.316 kJ/mol | 4pasp_c + h_c + nadph_tcosa_c --> aspsa_c + nadp_tcosa_c + pi_c
* GAPD_FWD_ORIGINAL_NAD_TCOSA | 0.282 kJ/mol | g3p_c + nad_tcosa_c + pi_c --> 13dpg_c + h_c + nadh_tcosa_c
* HSDy_REV_ORIGINAL_NADP_TCOSA | -19.149 kJ/mol | aspsa_c + h_c + nadph_tcosa_c --> hom__L_c + nadp_tcosa_c
* HACD1_FWD_VARIANT_NADP_TCOSA | -13.065 kJ/mol | aacoa_c + h_c + nadph_tcosa_c --> 3hbcoa_c + nadp_tcosa_c
* HACD2_FWD_VARIANT_NADP_TCOSA | -15.61 kJ/mol | 3ohcoa_c + h_c + nadph_tcosa_c --> 3hhcoa_c + nadp_tcosa_c
* MTHFD_REV_ORIGINAL_NADP_TCOSA | -5.119 kJ/mol | methf_c + nadph_tcosa_c --> mlthf_c + nadp_tcosa_c
* GLUDy_REV_VARIANT_NAD_TCOSA | -33.06 kJ/mol | akg_c + h_c + nadh_tcosa_c + nh4_c --> glu__L_c + h2o_c + nad_tcosa_c
* DHFR_FWD_VARIANT_NAD_TCOSA | -18.668 kJ/mol | dhf_c + h_c + nadh_tcosa_c --> nad_tcosa_c + thf_c
* HACD3_FWD_VARIANT_NADP_TCOSA | -15.791 kJ/mol | 3oocoa_c + h_c + nadph_tcosa_c --> 3hocoa_c + nadp_tcosa_c
* 3OAR140_FWD_VARIANT_NAD_TCOSA | -15.791 kJ/mol | 3omrsACP_c + h_c + nadh_tcosa_c --> 3hmrsACP_c + nad_tcosa_c
Reached MDF: 3.583471054248038
Reached SubMDF: 3.0
Minimal sum of active reactions: 52
 @ µ [1/h] of 0.271 and min OPTMDF of 7.548449356751509 kJ/mol
* NADPPPS | -17.468 kJ/mol | h2o_c + nadp_tcosa_c --> nad_tcosa_c + pi_c
* G5SD_VARIANT_NAD_TCOSA | -8.083 kJ/mol | glu5p_c + h_c + nadh_tcosa_c --> glu5sa_c + nad_tcosa_c + pi_c
* APRAUR_ORIGINAL_NADP_TCOSA | -24.989 kJ/mol | 5apru_c + h_c + nadph_tcosa_c --> 5aprbu_c + nadp_tcosa_c
* SHCHD2_ORIGINAL_NAD_TCOSA | -100 kJ/mol | dscl_c + nad_tcosa_c --> h_c + nadh_tcosa_c + scl_c
* IPMD_VARIANT_NADP_TCOSA | 15.798 kJ/mol | 3c2hmp_c + nadp_tcosa_c --> 3c4mop_c + h_c + nadph_tcosa_c
* GLUTRR_VARIANT_NAD_TCOSA | -15.791 kJ/mol | glutrna_c + h_c + nadh_tcosa_c --> glu1sa_c + nad_tcosa_c + trnaglu_c
* DXPRIi_VARIANT_NAD_TCOSA | -12.692 kJ/mol | dxyl5p_c + h_c + nadh_tcosa_c --> 2me4p_c + nad_tcosa_c
* UAPGR_ORIGINAL_NADP_TCOSA | -55.132 kJ/mol | h_c + nadph_tcosa_c + uaccg_c --> nadp_tcosa_c + uamr_c
* DMPPS_VARIANT_NADP_TCOSA | -62.981 kJ/mol | h2mb4p_c + h_c + nadph_tcosa_c --> dmpp_c + h2o_c + nadp_tcosa_c
* DHDPRy_ORIGINAL_NADP_TCOSA | -20.811 kJ/mol | 23dhdp_c + h_c + nadph_tcosa_c --> nadp_tcosa_c + thdp_c
* P5CR_ORIGINAL_NADP_TCOSA | -14.921 kJ/mol | 1pyr5c_c + 2.0 h_c + nadph_tcosa_c --> nadp_tcosa_c + pro__L_c
* HISTD_ORIGINAL_NAD_TCOSA | -19.01 kJ/mol | h2o_c + histd_c + 2.0 nad_tcosa_c --> 3.0 h_c + his__L_c + 2.0 nadh_tcosa_c
* NADS1_VARIANT_NADP_TCOSA | -24.456 kJ/mol | atp_c + dnad_c + nh4_c --> amp_c + h_c + nadp_tcosa_c + ppi_c
* PPND_ORIGINAL_NAD_TCOSA | -10.402 kJ/mol | nad_tcosa_c + pphn_c --> 34hpp_c + co2_c + nadh_tcosa_c
* PDX5PS_ORIGINAL_NAD_TCOSA | -223.979 kJ/mol | dxyl5p_c + nad_tcosa_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_tcosa_c + pdx5p_c + pi_c
* SULR_ORIGINAL_NADP_TCOSA | -108.831 kJ/mol | 5.0 h_c + 3.0 nadph_tcosa_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_tcosa_c
* GND_VARIANT_NAD_TCOSA | 10.192 kJ/mol | 6pgc_c + nad_tcosa_c --> co2_c + nadh_tcosa_c + ru5p__D_c
* PDH_ORIGINAL_NAD_TCOSA | -34.367 kJ/mol | coa_c + nad_tcosa_c + pyr_c --> accoa_c + co2_c + nadh_tcosa_c
* MTHFR2_VARIANT_NADP_TCOSA | -40.632 kJ/mol | 2.0 h_c + mlthf_c + nadph_tcosa_c --> 5mthf_c + nadp_tcosa_c
* DPR_VARIANT_NAD_TCOSA | -15.669 kJ/mol | 2dhp_c + h_c + nadh_tcosa_c --> nad_tcosa_c + pant__R_c
* HXAND_VARIANT_NADP_TCOSA | 15.437 kJ/mol | h2o_c + hxan_c + nadp_tcosa_c --> h_c + nadph_tcosa_c + xan_c
* PGCD_VARIANT_NADP_TCOSA | 30.479 kJ/mol | 3pg_c + nadp_tcosa_c --> 3php_c + h_c + nadph_tcosa_c
* PDX5PO2_VARIANT_NADP_TCOSA | 15.175 kJ/mol | nadp_tcosa_c + pdx5p_c --> h_c + nadph_tcosa_c + pydx5p_c
* AMPMS2_ORIGINAL_NAD_TCOSA | -182.909 kJ/mol | air_c + h2o_c + nad_tcosa_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_tcosa_c
* OPHHX3_ORIGINAL_NAD_TCOSA | -47.343 kJ/mol | 2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_tcosa_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_tcosa_c + 2.0 pi_c
* OGMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | h_c + nadph_tcosa_c + ogmeACP_c --> hgmeACP_c + nadp_tcosa_c
* EPMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | epmeACP_c + h_c + nadph_tcosa_c --> nadp_tcosa_c + pmeACP_c
* EGMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | egmeACP_c + h_c + nadph_tcosa_c --> gmeACP_c + nadp_tcosa_c
* OPMEACPR_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | h_c + nadph_tcosa_c + opmeACP_c --> hpmeACP_c + nadp_tcosa_c
* FLDR2_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 2.0 flxso_c + nadph_tcosa_c --> 2.0 flxr_c + h_c + nadp_tcosa_c
* TYRL_ORIGINAL_NADP_TCOSA | -67.694 kJ/mol | amet_c + nadph_tcosa_c + tyr__L_c --> 4crsol_c + dad_5_c + dhgly_c + h_c + met__L_c + nadp_tcosa_c
* THZPSN3_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | atp_c + dhgly_c + dxyl5p_c + h_c + iscssh_c + nadph_tcosa_c --> 4mpetz_c + amp_c + co2_c + 2.0 h2o_c + iscs_c + nadp_tcosa_c + ppi_c
* SHK3Dr_FWD_VARIANT_NAD_TCOSA | -6.238 kJ/mol | 3dhsk_c + h_c + nadh_tcosa_c --> nad_tcosa_c + skm_c
* ICDHyr_FWD_VARIANT_NAD_TCOSA | 5.092 kJ/mol | icit_c + nad_tcosa_c --> akg_c + co2_c + nadh_tcosa_c
* GTHOr_FWD_ORIGINAL_NADP_TCOSA | -12.189 kJ/mol | gthox_c + h_c + nadph_tcosa_c --> 2.0 gthrd_c + nadp_tcosa_c
* KARA1_REV_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | alac__S_c + h_c + nadph_tcosa_c --> 23dhmb_c + nadp_tcosa_c
* KARA2_FWD_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 2ahbut_c + h_c + nadph_tcosa_c --> 23dhmp_c + nadp_tcosa_c
* HACD6_FWD_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 3otdcoa_c + h_c + nadh_tcosa_c --> 3htdcoa_c + nad_tcosa_c
* AGPR_REV_VARIANT_NAD_TCOSA | -4.941 kJ/mol | acg5p_c + h_c + nadh_tcosa_c --> acg5sa_c + nad_tcosa_c + pi_c
* HACD4_FWD_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 3odcoa_c + h_c + nadh_tcosa_c --> 3hdcoa_c + nad_tcosa_c
* HACD5_FWD_VARIANT_NADP_TCOSA | -15.791 kJ/mol | 3oddcoa_c + h_c + nadph_tcosa_c --> 3hddcoa_c + nadp_tcosa_c
* HACD7_FWD_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 3ohdcoa_c + h_c + nadh_tcosa_c --> 3hhdcoa_c + nad_tcosa_c
* G3PD2_REV_ORIGINAL_NADP_TCOSA | -22.375 kJ/mol | dhap_c + h_c + nadph_tcosa_c --> glyc3p_c + nadp_tcosa_c
* ASAD_REV_VARIANT_NAD_TCOSA | 24.316 kJ/mol | 4pasp_c + h_c + nadh_tcosa_c --> aspsa_c + nad_tcosa_c + pi_c
* GAPD_FWD_VARIANT_NADP_TCOSA | 0.282 kJ/mol | g3p_c + nadp_tcosa_c + pi_c --> 13dpg_c + h_c + nadph_tcosa_c
* G6PDH2r_FWD_ORIGINAL_NADP_TCOSA | -7.017 kJ/mol | g6p_c + nadp_tcosa_c --> 6pgl_c + h_c + nadph_tcosa_c
* HSDy_REV_VARIANT_NAD_TCOSA | -19.149 kJ/mol | aspsa_c + h_c + nadh_tcosa_c --> hom__L_c + nad_tcosa_c
* HACD1_FWD_ORIGINAL_NAD_TCOSA | -13.065 kJ/mol | aacoa_c + h_c + nadh_tcosa_c --> 3hbcoa_c + nad_tcosa_c
* HACD2_FWD_ORIGINAL_NAD_TCOSA | -15.61 kJ/mol | 3ohcoa_c + h_c + nadh_tcosa_c --> 3hhcoa_c + nad_tcosa_c
* GLUDy_REV_VARIANT_NAD_TCOSA | -33.06 kJ/mol | akg_c + h_c + nadh_tcosa_c + nh4_c --> glu__L_c + h2o_c + nad_tcosa_c
* DHFR_FWD_ORIGINAL_NADP_TCOSA | -18.668 kJ/mol | dhf_c + h_c + nadph_tcosa_c --> nadp_tcosa_c + thf_c
* HACD3_FWD_ORIGINAL_NAD_TCOSA | -15.791 kJ/mol | 3oocoa_c + h_c + nadh_tcosa_c --> 3hocoa_c + nad_tcosa_c
* LDH_D_REV_VARIANT_NADP_TCOSA | -20.482 kJ/mol | h_c + nadph_tcosa_c + pyr_c --> lac__D_c + nadp_tcosa_c
* 3OAR140_FWD_ORIGINAL_NADP_TCOSA | -15.332 kJ/mol | 3omrsACP_c + h_c + nadph_tcosa_c --> 3hmrsACP_c + nadp_tcosa_c
Reached MDF: 7.548449356751509
Reached SubMDF: 7.0
Minimal sum of active reactions: 54
 @ µ [1/h] of 0.221 and min OPTMDF of 7.828966432699901 kJ/mol
* NADK | -11.751 kJ/mol | atp_c + nad_tcosa_c --> adp_c + h_c + nadp_tcosa_c
* G5SD_ORIGINAL_NADP_TCOSA | -8.083 kJ/mol | glu5p_c + h_c + nadph_tcosa_c --> glu5sa_c + nadp_tcosa_c + pi_c
* APRAUR_VARIANT_NAD_TCOSA | -24.989 kJ/mol | 5apru_c + h_c + nadh_tcosa_c --> 5aprbu_c + nad_tcosa_c
* SHCHD2_ORIGINAL_NAD_TCOSA | -100 kJ/mol | dscl_c + nad_tcosa_c --> h_c + nadh_tcosa_c + scl_c
